file_name,class_name
8iPcqtHoR3U.mp3,Latin Pop - Latin Dance
7qix3jy5QdA.mp3,Latin Pop - Latin Dance
QfhqUgC2nM0.mp3,Latin Pop - Latin Dance
c73Cu3TQnlg.mp3,Latin Pop - Latin Dance
ooHII67__Sg.mp3,Latin Pop - Latin Dance
uhBHL3v4d3I.mp3,Metal
jGwKzoSzHk0.mp3,Metal
yew9L0Xjm_g.mp3,Metal
4MiVtlhOW4U.mp3,Metal
nM__lPTWThU.mp3,Metal
9WzD80jwW10.mp3,Metal
EB32uwVNBLs.mp3,Metal
JiDnB-CrrNs.mp3,Metal
CgMl5nm1hpg.mp3,Metal
Pd9HKiUcioM.mp3,Alternative Rock
_6FBfAQ-NDE.mp3,New Wave
d5XJ2GiR6Bo.mp3,New Wave
cNEdxZURTaI.mp3,New Wave
uPudE8nDog0.mp3,New Wave
bj8GBas6AJs.mp3,New Wave
iIpfWORQWhU.mp3,New Wave
LGD9i718kBU.mp3,New Wave
aQfC7Ow5GHo.mp3,New Wave
v9mJuqBipE0.mp3,New Wave
5HI_xFQWiYU.mp3,New Wave
TEQ6nUBZm3c.mp3,Noise Music
Z_mALNbuQZ0.mp3,Noise Music
MQqt-CKdlfw.mp3,Noise Music
gF2fY-Nv1YM.mp3,Noise Music
X4GNogX7beI.mp3,Noise Music
-iD_LQiv9wE.mp3,Noise Music
L1R9uxFsO_k.mp3,Noise Music
06Ot0DaN1hM.mp3,Noise Music
-a3SIjNKHHg.mp3,Noise Music
bKDjOAz6JNo.mp3,Noise Music
CSvFpBOe8eY.mp3,Nu Metal
vq-zaD1poAE.mp3,Nu Metal
XOzs1FehYOA.mp3,Nu Metal
4qlCC1GOwFw.mp3,Nu Metal
YfjTZLxekig.mp3,Nu Metal
04F4xlWSFh0.mp3,Nu Metal
HQ4od5ulHqs.mp3,Nu Metal
QwCdLKJLQ1Q.mp3,Nu Metal
DWZayKSm-10.mp3,Nu Metal
-NlmyBQq6LY.mp3,Nu Metal
YuBeBjqKSGQ.mp3,Opera
xCFEk6Y8TmM.mp3,Opera
bDWmnwITmTw.mp3,Opera
OzWX59Nvimw.mp3,Opera
8Qx2lMaMsl8.mp3,Opera
iJnJjpMdT3Y.mp3,Opera
XcQNjV-YSiM.mp3,Opera
87UE2GC5db0.mp3,Opera
y3xyp54bZqs.mp3,Opera
DLG9pW5-EAc.mp3,Opera
cqZc7ZQURMs.mp3,Pop
SDTZ7iX4vTQ.mp3,Pop
DUQ37gAwHtw.mp3,Pop
EC7Re8cczj0.mp3,Pop
Q-0mLKNhFX0.mp3,Pop
EqeJUGzvnq0.mp3,New Wave
wPw5WiABUOA.mp3,Pop
A6sGf7mYSeY.mp3,Pop
S87jWwzvwd8.mp3,Pop
GW3enefjwY0.mp3,Pop Rock
iGR_bUYe-PA.mp3,Pop Rock
zZbytFtO2dQ.mp3,Pop Rock
vx2u5uUu3DE.mp3,Pop Rock
N_MqfF0WBsU.mp3,Pop Rock
J9gKyRmic20.mp3,Pop Rock
HyMm4rJemtI.mp3,Pop Rock
6NXnxTNIWkc.mp3,Pop Rock
xGytDsqkQY8.mp3,Pop Rock
Sfg6-4mBs6Y.mp3,Pop Rock
AVYYpNaSs2Y.mp3,Pop Rock
g9F4yAww9H0.mp3,Prelude
w_z9oSn-eIM.mp3,Prelude
98Rh0jbTh0U.mp3,Prelude
nNmu39FWKDU.mp3,Prelude
5q-7WeFsooM.mp3,Prelude
LMWapO92XwY.mp3,Prelude
C4TqkjQS9BM.mp3,Prelude
TEdSdtztfLQ.mp3,Prelude
OIJx6PbkON8.mp3,Prelude
XeX4X_1_lo0.mp3,Prelude
iymtpePP8I8.mp3,Punk
AbDqXr6LbXo.mp3,Punk
pBJxS21CRdQ.mp3,Punk
eAqeA5Hc0K4.mp3,Punk
302oEzSPCqE.mp3,Punk
Pm2afuGAS1U.mp3,Punk
1JRJ5vz7paE.mp3,Punk
USKocNP6WIk.mp3,Punk
CinJuVtdp3Y.mp3,Punk
GoA_zY6tqQw.mp3,Punk
nmdUMwlrezs.mp3,R&B - Nu Soul
R2MHkGmzt-Y.mp3,R&B - Nu Soul
qaEfEbKECRo.mp3,R&B - Nu Soul
y7mwZULsVcQ.mp3,R&B - Nu Soul
jsvp_LH90uI.mp3,R&B - Nu Soul
VsOPVCK745I.mp3,R&B - Nu Soul
N9Hj1UjNVCE.mp3,R&B - Nu Soul
DpIa0KBlLWU.mp3,R&B - Nu Soul
xEG8MsCSMU0.mp3,R&B - Nu Soul
amiXxFi-2TA.mp3,R&B - Nu Soul
vdB-8eLEW8g.mp3,Reggae
FdrMyZ9J6Tg.mp3,Reggae
ABc8ciT5QLs.mp3,Reggae
zXt56MB-3vc.mp3,Reggae
mWaovED4tcs.mp3,Reggae
9PukqhfMxfc.mp3,Reggae
q6fgVVlPl08.mp3,Reggae
ZBfSu4nGDfk.mp3,Reggae
4UkKrRWT4Ww.mp3,Reggae
BtjBODA1gYw.mp3,Reggae
Xk0wdDTTPA0.mp3,Reggaeton
6BTjG-dhf5s.mp3,Reggaeton
kJQP7kiw5Fk.mp3,Reggaeton
us3tczsrKQc.mp3,Latin Pop - Latin Dance
kkx-7fsiWgg.mp3,Reggaeton
zEf423kYfqk.mp3,Reggaeton
jjuSfhYiup8.mp3,Latin Pop - Latin Dance
oQVaGR2OsKA.mp3,Latin Pop - Latin Dance
3onO-Panwkk.mp3,Reggaeton
8ypBnoEZjJ0.mp3,Reggaeton
SwYN7mTi6HM.mp3,Rock
9vwHuCC6nP8.mp3,Rock
FZLILV18ut8.mp3,Nu Metal
Jgk3u44W2i4.mp3,Nu Metal
nrIPxlFzDi0.mp3,Rock
AgfzaAS4gWM.mp3,Rock
0fAQhSRLQnM.mp3,Rock
Aiay8I5IPB8.mp3,Rock
gGdGFtwCNBE.mp3,Rock
-tJYN-eG1zk.mp3,Rock
ZgdufzXvjqw.mp3,Rock N Roll
poiH9oTmFt8.mp3,Rock N Roll
TJGina-Q764.mp3,Rock N Roll
OAQ2jq6vwsE.mp3,Rock N Roll
GdH30r1IZzs.mp3,Rock N Roll
SoaAb5MnKtY.mp3,Rock N Roll
QSA-yHzkvP8.mp3,Rock N Roll
CAFbqlldb4E.mp3,Rock N Roll
T1Ond-OwgU8.mp3,Rock N Roll
ZFo8-JqzSCM.mp3,Rock N Roll
BR2JtsVumFA.mp3,Rock
15FfWj11uys.mp3,Rock New Wave
s29RKnB7l7o.mp3,Rock New Wave
Ax0uia4pzxs.mp3,Rock New Wave
NuT5KUA7iaY.mp3,Rock New Wave
H5Kkw-Puhho.mp3,Rock New Wave
AE1ct5yEuVY.mp3,Rock New Wave
n3nPiBai66M.mp3,Rock New Wave
Z5-rdr0qhWk.mp3,Rock New Wave
UrfFHzqGBZI.mp3,Rock New Wave
Yd60nI4sa9A.mp3,Rural Blues
39RBm4tH9cA.mp3,Rural Blues
Y_o4omd8T5c.mp3,Rural Blues
RKBzv5lWLQs.mp3,Rural Blues
C_HmbIPdz34.mp3,Rural Blues
XUTWiWb8CUM.mp3,Rural Blues
65cyFI8VGRQ.mp3,Rural Blues
kjCW38GFeRA.mp3,Rural Blues
UaLEFkLlpy4.mp3,Rural Blues
7up2b4keW_k.mp3,Rural Blues
ZFpCALtVUcE.mp3,Salsa - Afro Cuban
g-VWJKQ1VWk.mp3,Salsa - Afro Cuban
NnvFT5_Ltqg.mp3,Salsa - Afro Cuban
UyvlaYm6Ris.mp3,Salsa - Afro Cuban
qYkpURie5cU.mp3,Salsa - Afro Cuban
v8g8pq-kHes.mp3,Salsa - Afro Cuban
ftQDhQ2UXo8.mp3,Salsa - Afro Cuban
Wj07dSnB-Ng.mp3,Salsa - Afro Cuban
TxRWQHCSmUg.mp3,Salsa - Afro Cuban
B_kAtTBUDIA.mp3,Salsa - Afro Cuban
8PYKOo_jgJo.mp3,Samba - Bossa Nova - MPB
WxzJUMnFe_A.mp3,Samba - Bossa Nova - MPB
yUuJrpP0Mak.mp3,Samba - Bossa Nova - MPB
mLk4EH9FWwI.mp3,Samba - Bossa Nova - MPB
ZehebjPc34E.mp3,Samba - Bossa Nova - MPB
_ahsXzmmplU.mp3,Samba - Bossa Nova - MPB
i9RbBcDTRAI.mp3,Samba - Bossa Nova - MPB
2w_V4H-pxFY.mp3,Samba - Bossa Nova - MPB
3RrDAI7tFzU.mp3,Samba - Bossa Nova - MPB
VofYXCJyeTY.mp3,Samba - Bossa Nova - MPB
GcrShxp8DPU.mp3,Soul
ae2iX6vZCoM.mp3,Soul
CnI_LuCJ4Ek.mp3,Soul
jSoPeZMHMf4.mp3,Soul
KvC9V_lBnDQ.mp3,Soul
FX5T9GvSnbY.mp3,Soul
rjlSiASsUIs.mp3,Soul
6FOUqQt3Kg0.mp3,Soul
rTVjnBo96Ug.mp3,Soul
0P2a6aLDkkM.mp3,Soul
fOB2ml03K9s.mp3,Soul Jazz
QlJ9aVrsRHc.mp3,Soul Jazz
AD7PQySHAZc.mp3,Soul Jazz
WOuI4OqJfQc.mp3,Soul Jazz
ukOs3am7CtE.mp3,Soul Jazz
c4ukkhdoFFo.mp3,Soul Jazz
YP_Q8EtAeQ4.mp3,Jazz
1nNOA2IKqII.mp3,Soul Jazz
ScNgrQ1EXr0.mp3,Soul Jazz
bfZ--tNtzBs.mp3,Soul Jazz
r3rZIWohyYE.mp3,Speech
QlzVpPf_juw.mp3,Speech
XmaCLxsTgOM.mp3,Speech
BRdKgaMLPaA.mp3,Speech
pRI6HsTLAjU.mp3,Speech
C3lMGhWFo-A.mp3,Speech
0j64SZhdoa0.mp3,Speech
0tYBeF4bhNQ.mp3,Speech
OB1wEhOgoVY.mp3,Speech
4Oj3__6qomo.mp3,Speech
_7WCzeylk08.mp3,Swing
mHANNkKBSNU.mp3,Swing
R2ezymnEuCs.mp3,Swing
BtRROUFO4dE.mp3,Swing
TidFfVcIl3E.mp3,Swing
Zsk5EPKm5T0.mp3,Swing
gcE1avXFJb4.mp3,Swing
sPKkrYQvAyg.mp3,Swing
SydaNY74Nb0.mp3,Jazz
q_scNPUGcDs.mp3,Swing
P_1N6_O254g.mp3,Symphony
W9kLG7KmteY.mp3,Symphony
B51na4gPbQU.mp3,Symphony
ESmLFX8Bk0M.mp3,Symphony
T1h1NJMKtnc.mp3,Symphony
Iq-3B6xfNpY.mp3,Symphony
lYAyDg1DunU.mp3,Symphony
QNRxHyZDU-Q.mp3,Symphony
cao6WyF-61s.mp3,Symphony
WivalAzyIfk.mp3,Symphony
AlEnIgrI2tk.mp3,Tech House
Vsy1URDYK88.mp3,Tech House
fJvatGfD9Pg.mp3,Tech House
